,propNormal,operatingError,reportingError
109584,0.5,0.4135800504718414,0.5040191610675793
109800,0.1,0.8516933866312406,0.8284598021919111
110016,0.5,0.4114529367419295,0.5018567257757484
110232,0.1,0.8429856576190592,0.8259769751657364
110448,0.5,0.3997692467186253,0.4915257701952481
110664,0.1,0.8618635867451389,0.8408115068913601
110880,0.5,0.4148966677032545,0.4982283360056227
111096,0.1,0.8588716384492475,0.8456090009110757
111312,0.5,0.4142824612128725,0.4955907024462196
111528,0.1,0.8646179831192914,0.8430987714127254
111744,0.5,0.4085150796133375,0.5013680878957671
111960,0.1,0.8525295866078602,0.8232834511271377
112176,0.5,0.3982857157305969,0.4864625394396754
112392,0.1,0.8536180923516562,0.8471605628147246
112608,0.5,0.4094713331356588,0.5103717499026308
112824,0.1,0.8609938597907019,0.8405100871915746
113040,0.5,0.4089847253459153,0.4843219042352129
113256,0.1,0.8499926419725977,0.8357659057397909
113472,0.5,0.4060074330341164,0.4961531020170905
113688,0.1,0.8531689012554812,0.8455067836463912
113904,0.5,0.4088147136306791,0.4951583197846584
114120,0.1,0.8608554360345382,0.8566362835836644
114336,0.5,0.3945406141244356,0.4973591325771201
114552,0.1,0.8501322544760758,0.8309746594177596
114768,0.5,0.4119385067215698,0.4946310119944523
114984,0.1,0.8610130601950552,0.8447399853597912
115200,0.5,0.412155695245536,0.5229840951397747
115416,0.1,0.8626546314199299,0.8463372835814451
115632,0.5,0.4137235879249923,0.5055364992734142
115848,0.1,0.8443447143981229,0.8345346971432264
116064,0.5,0.4100251795553155,0.4853338055513722
116280,0.1,0.8561250834298347,0.8527616298828843
116496,0.5,0.4081655119328137,0.4923824104209247
116712,0.1,0.8519999026314217,0.8244537278321158
116928,0.5,0.4091910107383211,0.5113172654552125
117144,0.1,0.8619596375488007,0.8356619801432305
117360,0.5,0.4132887329729428,0.4988445977827557
117576,0.1,0.8553806850908421,0.8189104418080619
117792,0.5,0.4136574428308104,0.5040329280452357
118008,0.1,0.8554182938488459,0.8469976687229345
118224,0.5,0.4137516851451708,0.4983629497258185
118440,0.1,0.8732814113211625,0.8255576265342529
118656,0.5,0.3993671565987866,0.5039308147996715
118872,0.1,0.856733690001879,0.827969056559823
119088,0.5,0.4081051070906529,0.501570175950836
119304,0.1,0.852871698079938,0.8327530611045683
119520,0.5,0.4118561017142051,0.4876036922026971
119736,0.1,0.8566154502200714,0.839577612781507
119952,0.5,0.4177493997676336,0.5013709418857524
120168,0.1,0.8555344514712955,0.8351125739909355
120384,0.5,0.4036322713771054,0.4905053116634237
120600,0.1,0.8545866570713712,0.8287527813272024
120816,0.5,0.3981257011221619,0.4929492613703719
121032,0.1,0.8599676721490164,0.833517243033365
121248,0.5,0.418638696644091,0.4992615202306256
121464,0.1,0.8531016776422432,0.8193109999645558
121680,0.5,0.3951243162552655,0.4905989870804638
121896,0.1,0.8514603319862171,0.8382355762903876
122112,0.5,0.4104779278604301,0.484190739475555
122328,0.1,0.8575246578197487,0.8412249431379136
122544,0.5,0.3975628356951174,0.4938116203058771
122760,0.1,0.8508665971198844,0.8304103979538635
122976,0.5,0.4014272689161763,0.5024556651746279
123192,0.1,0.8587492715026737,0.8426609309897302
123408,0.5,0.4059475495880247,0.5049437751978089
123624,0.1,0.8551068943390497,0.8448680008514831
123840,0.5,0.4021288690801337,0.489059090152733
124056,0.1,0.8482619177525482,0.8518011146834149
124272,0.5,0.3974837048829751,0.5000378258869747
124488,0.1,0.8641521226244077,0.8390291765287344
124704,0.5,0.4117372080392148,0.4903033512964433
124920,0.1,0.856380292402137,0.8327774017749116
125136,0.5,0.4061025993271021,0.4921620220001874
125352,0.1,0.8552789639830592,0.8412971156683663
125568,0.5,0.4036084644133107,0.4986759382551493
125784,0.1,0.8543494771560247,0.8400114665246722
126000,0.5,0.4016429432188797,0.5020641243580338
126216,0.1,0.8573721828607289,0.8351235722345303
126432,0.5,0.402251870591317,0.5085018785784362
126648,0.1,0.8651458397639529,0.8351816792111364
126864,0.5,0.4095701233930813,0.5000359478362545
127080,0.1,0.8561627171225901,0.8405686956696266
127296,0.5,0.3933677842661881,0.49239208588985
127512,0.1,0.8705377000372222,0.8537034305178851
127728,0.5,0.4259170755691782,0.4998949011158586
127944,0.1,0.853958449320922,0.8412287033758454
128160,0.5,0.4203180750405378,0.4958510137934074
128376,0.1,0.8613390921878331,0.8315154552915573
128592,0.5,0.3991874081226763,0.4936757024729896
128808,0.1,0.8561770536386295,0.8390360785969443
129024,0.5,0.408722285603744,0.500946319582332
129240,0.1,0.855762030145513,0.8427083075378468
129456,0.5,0.4113209411055736,0.4968966036050541
129672,0.1,0.8619732489306916,0.8500328763058478
129888,0.5,0.4159139243360195,0.4949230869020634
130104,0.1,0.8526383011149952,0.8344374665830528
130320,0.5,0.4169376390806045,0.4992186364199514
130536,0.1,0.8473518329527449,0.836561636399346
130752,0.5,0.4069490501949084,0.4931686466369171
130968,0.1,0.8661853512928599,0.8494355454891483
131184,0.5,0.3943410878209977,0.4863449020782239
131400,0.1,0.8664056581374413,0.8307613081913443
131616,0.5,0.4007253177430055,0.4964518843095753
131832,0.1,0.8603841653115208,0.8554777914199724
132048,0.5,0.4103346042610753,0.5044078643480151
132264,0.1,0.8512775276831533,0.8317323823201858
132480,0.5,0.406079716497134,0.5093152492893128
132696,0.1,0.8560155921302113,0.8306791338335028
132912,0.5,0.3976533084156368,0.4842366357293647
133128,0.1,0.8519139872254341,0.8430952852991421
133344,0.5,0.4065165203174645,0.4945098435548707
133560,0.1,0.8494470820121023,0.8512907869530213
133776,0.5,0.3993719238990413,0.4897272536704521
133992,0.1,0.8565158068927817,0.8446034977642788
134208,0.5,0.4084899399420073,0.507104517514366
134424,0.1,0.8617165674878094,0.8422569031099789
134640,0.5,0.3971697319474727,0.4869829164209532
134856,0.1,0.8627024146688741,0.8493945381833835
135072,0.5,0.3995312752908725,0.4859682884827531
135288,0.1,0.8553412189517853,0.8274869001245733
135504,0.5,0.4059314963560206,0.505390593491639
135720,0.1,0.8511211827474046,0.8444294005737398
135936,0.5,0.4047348705202081,0.499479130902084
136152,0.1,0.8560490608556254,0.8348000078317065
136368,0.5,0.3947488995877164,0.4933343512394536
136584,0.1,0.8555755242059881,0.8382876207691703
136800,0.5,0.4142631617072394,0.4981414003170346
137016,0.1,0.8478405791033081,0.8172081441769802
137232,0.5,0.4105027875266027,0.5020858779992102
137448,0.1,0.8627200686001774,0.8446013058069929
137664,0.5,0.4097025567657199,0.5076955306324804
137880,0.1,0.8502420741818935,0.832560114067059
138096,0.5,0.404926342558145,0.501507664881095
138312,0.1,0.8466968533998727,0.832558380666592
138528,0.5,0.4171317147685757,0.5122619793585141
138744,0.1,0.8639231421142067,0.8393945426707745
138960,0.5,0.4127417012001836,0.4953140979993431
139176,0.1,0.8663181647999636,0.8410450697939313
139392,0.5,0.3991683026067134,0.5063510352947368
139608,0.1,0.8363056397785772,0.8246973743218508
139824,0.5,0.4125306827258768,0.497521361530736
140040,0.1,0.8506183096241551,0.8234633987253253
140256,0.5,0.4146798707097487,0.4958058209821405
140472,0.1,0.8549081660101762,0.8224607332626064
140688,0.5,0.4127025191990672,0.4899683019753297
140904,0.1,0.8606716612537099,0.8523573302610269
141120,0.5,0.4084661068587678,0.5034014630424932
141336,0.1,0.8643430256332398,0.8461931757071884
141552,0.5,0.4054632769919798,0.498982042389577
141768,0.1,0.8433221961076547,0.8446373615603473
141984,0.5,0.3986906571650659,0.4936308806583622
142200,0.1,0.8589267423986958,0.8428095375412927
142416,0.5,0.4109316624043672,0.5025524647614741
142632,0.1,0.8658524666242369,0.8293553709809726
142848,0.5,0.4082196581426125,0.4835109527970843
143064,0.1,0.8616019564791898,0.8366465111300397
143280,0.5,0.4116127951514612,0.5066059909047957
143496,0.1,0.8673424906089073,0.8462843455163548
143712,0.5,0.4104096081662529,0.4959389679960246
143928,0.1,0.8658688882274127,0.8359448990605568
144144,0.5,0.4049483570425254,0.5023753126546218
144360,0.1,0.8721755070414073,0.830858917723409
144576,0.5,0.4108007697368805,0.4866258737971841
144792,0.1,0.8635289743864182,0.8357500318427279
145008,0.5,0.4035731306086725,0.5030505766527569
145224,0.1,0.862751408609481,0.8374978478100715
145440,0.5,0.4096971557924244,0.4987526592823902
145656,0.1,0.851000215081887,0.8411720846237973
145872,0.5,0.4042229896433242,0.4825694400703289
146088,0.1,0.8544277094792376,0.8325921889436558
146304,0.5,0.4187583430733718,0.5099872546954881
146520,0.1,0.8595777529178007,0.8294618362224873
146736,0.5,0.4171346953832043,0.4996761464190563
146952,0.1,0.8570452501946073,0.846943569730041
147168,0.5,0.416985972831988,0.4917038333916658
147384,0.1,0.8564453485051574,0.8495223394048523
147600,0.5,0.4077121500417301,0.5109126043933125
147816,0.1,0.8563407118027725,0.8316637513160187
148032,0.5,0.3999707072689846,0.4905864852081673
148248,0.1,0.8635910980632815,0.8459430872335085
148464,0.5,0.4066291606744643,0.4857606048752384
148680,0.1,0.8596161299256235,0.8434355638979083
148896,0.5,0.416072115011418,0.4981265197559619
149112,0.1,0.8518664320946188,0.8343567661863731
149328,0.5,0.4083877096177156,0.4898873476329266
149544,0.1,0.8509092094457779,0.8495804938843727
149760,0.5,0.4120619765064923,0.496956227661307
149976,0.1,0.868306491634202,0.846923220531383
150192,0.5,0.4128696337648903,0.4846248227703279
150408,0.1,0.8552708540432203,0.8398481992406066
150624,0.5,0.4122092516801654,0.4957002401027401
150840,0.1,0.869345301735667,0.8404487413727532
151056,0.5,0.416495697851949,0.4842317029944133
151272,0.1,0.856769721400218,0.8332909268049135
151488,0.5,0.4110513100643033,0.4939738065839016
151704,0.1,0.8677828038131625,0.8379036674459437
151920,0.5,0.4119546604614615,0.5076892503261594
152136,0.1,0.8634130963566946,0.8349833176152659
152352,0.5,0.4136107914940545,0.4966931805007538
152568,0.1,0.8599449721976223,0.8393249776779775
152784,0.5,0.4057742411294673,0.4940751222266384
153000,0.1,0.8499020526593025,0.8320762231723653
153216,0.5,0.4143597169194163,0.4896120183607022
153432,0.1,0.8661864286113159,0.8450653112715463
153648,0.5,0.4145140620238458,0.4898910499497701
153864,0.1,0.8576496724358139,0.8391811286729849
154080,0.5,0.4237237318482048,0.4995594509253974
154296,0.1,0.8644560298487768,0.8500061135011151
154512,0.5,0.3968705692301589,0.4994069971498254
154728,0.1,0.8555745630262543,0.8387894799346834
154944,0.5,0.4223449537883133,0.4970077056089135
155160,0.1,0.8608984390435416,0.8370395857616196
155376,0.5,0.4033864032618275,0.4831132155338586
155592,0.1,0.8584703510598467,0.8329373401010673
155808,0.5,0.396153449153258,0.483573630997038
156024,0.1,0.8516754454552463,0.849434927719797
156240,0.5,0.409509669051391,0.5004933179164136
156456,0.1,0.8655544866206946,0.8437139151030331
156672,0.5,0.4198654639718131,0.5026891944821629
156888,0.1,0.8530989124519703,0.8348485132843837
157104,0.5,0.4009581879617727,0.5027333111761101
157320,0.1,0.8531611846162346,0.8351337608022237
157536,0.5,0.4086204809040172,0.4938725051366837
157752,0.1,0.848676431729919,0.8417429002524046
157968,0.5,0.4099364381124095,0.4978788187822291
158184,0.1,0.8575864606320713,0.8484523391827907
158400,0.5,0.3991004822854762,0.5028963211178527
158616,0.1,0.8608658912621139,0.8508155698092489
158832,0.5,0.4165120541063855,0.4917826623909878
159048,0.1,0.8615156313344657,0.8384443373807575
159264,0.5,0.4012611267710321,0.504436128262361
159480,0.1,0.8656457443420856,0.8341609981969639
159696,0.5,0.4128536495747344,0.4914897086412773
159912,0.1,0.8713505565554839,0.8366028089500387
160128,0.5,0.3778355893812458,0.4838583125123391
160344,0.1,0.8608948517395849,0.8514109562140681
160560,0.5,0.4163490540895537,0.5046814033320682
160776,0.1,0.8543284391884395,0.839103561941555
160992,0.5,0.4092227543674077,0.5128842549367043
161208,0.1,0.854220012752602,0.8503780116341241
161424,0.5,0.4066833361693628,0.5036343348424546
161640,0.1,0.8580754980225023,0.8317484408729426
161856,0.5,0.4023095993890698,0.5059901589929743
162072,0.1,0.859456365558043,0.8326886380762214
162288,0.5,0.4040924605653,0.5009626045006141
162504,0.1,0.8620106625950597,0.8322628954496565
162720,0.5,0.4019190124545526,0.4935723766338612
162936,0.1,0.862713642384358,0.8331926300900449
163152,0.5,0.4034842396974378,0.5098853463000599
163368,0.1,0.864533007122408,0.8342975100593555
163584,0.5,0.4050088876149927,0.4968599053969783
163800,0.1,0.8588445293869107,0.8451672557844329
164016,0.5,0.4067637325751886,0.4935100715409887
164232,0.1,0.8549895132261728,0.83121061691855
164448,0.5,0.399116689476222,0.5011243025433423
164664,0.1,0.8481893606097478,0.8345819838391774
164880,0.5,0.3986689784952929,0.4938918302333768
165096,0.1,0.8631186792482366,0.843058967021667
165312,0.5,0.3999121525482412,0.4932742034253172
165528,0.1,0.8509218323309713,0.8450223517311111
165744,0.5,0.40011063441461,0.4883506430425304
165960,0.1,0.8587031074387614,0.8368697700280927
166176,0.5,0.4075548371105539,0.4961774872942138
166392,0.1,0.861380471179123,0.8243009642071653
166608,0.5,0.4074772888368594,0.4975442487756016
166824,0.1,0.8476181578777923,0.8267144870781061
167040,0.5,0.407224640857351,0.5011058806546201
167256,0.1,0.8633649178199847,0.8426171445152716
167472,0.5,0.4113438052897758,0.4970682847848179
167688,0.1,0.8513976417100578,0.8297174709857604
167904,0.5,0.4056737788990855,0.5039512976986116
168120,0.1,0.8706621077558907,0.840830199794452
168336,0.5,0.4030367007239606,0.4847058668526771
168552,0.1,0.8543414981655261,0.8410883560612438
168768,0.5,0.4161033310821691,0.4923866793407543
168984,0.1,0.8663271281964132,0.8606797251048988
169200,0.5,0.3986092957703072,0.4829662558994492
169416,0.1,0.853343268734938,0.8403618726040314
169632,0.5,0.4110877997692724,0.4859466229634753
169848,0.1,0.8589515747577723,0.8424929870979954
170064,0.5,0.4014648805522693,0.4953201941020234
170280,0.1,0.8531914311022823,0.8345397521933288
170496,0.5,0.3979513405250114,0.4919620658251629
170712,0.1,0.8442657698661872,0.8406123056015025
170928,0.5,0.4143378895269635,0.4905953571420365
171144,0.1,0.8487704649716364,0.8395947474894971
171360,0.5,0.4168906142156466,0.4934613204743332
171576,0.1,0.8656445379382595,0.8516524458461319
171792,0.5,0.4007191301672734,0.4929749003685459
172008,0.1,0.8511647822232571,0.8460723634306134
172224,0.5,0.3998053164456598,0.4877064678135782
172440,0.1,0.8550298862994555,0.8478429215860149
172656,0.5,0.4087204154455947,0.5079747926921787
172872,0.1,0.8536000214750898,0.8270733709249094
173088,0.5,0.3995701225011562,0.4987685601870346
173304,0.1,0.8667274752503066,0.8438031447802855
173520,0.5,0.4114077856606952,0.4965276569646253
173736,0.1,0.8560645594831903,0.8305041139221464
173952,0.5,0.3998442026529236,0.4875310118423977
174168,0.1,0.8580577921413456,0.8447013487456344
174384,0.5,0.4078901377812929,0.4955403283394811
174600,0.1,0.8560952849255257,0.839644968354683
174816,0.5,0.4027556032841345,0.498460727658657
175032,0.1,0.8507961553016753,0.8351671873419566
175248,0.5,0.4017585155249123,0.4918243622074905
175464,0.1,0.8649620236368576,0.8354481348377608
175680,0.5,0.4039635770302435,0.5026637599240312
175896,0.1,0.8668020419599687,0.8448095909449226
176112,0.5,0.403392356564093,0.5007892717939263
176328,0.1,0.857731816237222,0.8440770420335255
176544,0.5,0.3994199206877067,0.5028478827025207
176760,0.1,0.8498790725663672,0.8401305848006086
176976,0.5,0.4180910621082261,0.5025037316312744
177192,0.1,0.8628380966857406,0.8334198468347528
177408,0.5,0.4152206441250425,0.481896837455564
177624,0.1,0.8557562786052043,0.8400865496480955
177840,0.5,0.3943613241252555,0.4900511726062208
178056,0.1,0.8451697630566163,0.8384526378159005
178272,0.5,0.3913122246167541,0.4792942087555895
178488,0.1,0.8661506055025292,0.8412888729909568
178704,0.5,0.413970558660035,0.4898312029758152
178920,0.1,0.8489597712273277,0.8349244699394542
179136,0.5,0.4022880897110221,0.503681300125146
179352,0.1,0.8528896879453002,0.8454534544371681
179568,0.5,0.4187979252225487,0.5161118067532806
179784,0.1,0.8524657923606834,0.8375791632513586
180000,0.5,0.4125121588300888,0.507819024874617
180216,0.1,0.8538863504280705,0.8438969591890423
180432,0.5,0.4204334478504447,0.4990854933000325
180648,0.1,0.851931492577661,0.8421748493577107
180864,0.5,0.407265411988242,0.4997126730770812
181080,0.1,0.8546912242738739,0.8442110632818245
181296,0.5,0.4133602891962417,0.5033251446244731
181512,0.1,0.8561993510298302,0.8277132446911432
181728,0.5,0.409513343423924,0.4964277130719444
181944,0.1,0.8697476530072811,0.8286928723705723
182160,0.5,0.3954640863038924,0.493080057435214
182376,0.1,0.8612670351039732,0.8352419137932264
182592,0.5,0.4048726066420671,0.5022025166934251
182808,0.1,0.8588409299052606,0.8358636599556917
183024,0.5,0.4147199078758548,0.5112733722499572
183240,0.1,0.8527041051729612,0.8493674920393791
183456,0.5,0.4159653211626818,0.5012354866991442
183672,0.1,0.8598317477212043,0.8448151344947717
183888,0.5,0.3889088788605117,0.4800354480574257
184104,0.1,0.8516215130734962,0.8446096399678248
184320,0.5,0.4146152244788402,0.4977691401331317
184536,0.1,0.858158118279147,0.8315284009894996
184752,0.5,0.4074857405930154,0.4983865235749096
184968,0.1,0.8507104254361595,0.8397415243366468
185184,0.5,0.4081055441156038,0.4907218835723415
185400,0.1,0.8561080977984566,0.8356607826733441
185616,0.5,0.4025331876647417,0.5067058270859076
185832,0.1,0.8612304000224933,0.8460077554106611
186048,0.5,0.4195480672098821,0.4980621808251216
186264,0.1,0.8617851392158237,0.8452475162338596
186480,0.5,0.4059972812788176,0.5215350003074737
186696,0.1,0.8492011612562859,0.8513038447740555
186912,0.5,0.3911699027964889,0.4840730018488313
187128,0.1,0.8596266072542987,0.8492848111240106
187344,0.5,0.4185611197240165,0.4998261685566441
187560,0.1,0.8575775408977464,0.8377229940243615
187776,0.5,0.4158254126813656,0.5034788249468348
187992,0.1,0.85118697455928,0.8315844979950332
188208,0.5,0.4037573279196765,0.5003634110787797
188424,0.1,0.8568890726427253,0.8396824908546695
188640,0.5,0.3918519078234878,0.4918407212180433
188856,0.1,0.8572191687042873,0.8247391512739071
189072,0.5,0.4089005838064523,0.5052932194827852
189288,0.1,0.8625247951328688,0.8429106478961447
189504,0.5,0.4086872623803195,0.5010140337016187
189720,0.1,0.8636372205390309,0.83630962035497
189936,0.5,0.404658280648432,0.5008969851740255
190152,0.1,0.8621226046534913,0.8472271932405576
190368,0.5,0.410922586316676,0.503504745126316
190584,0.1,0.8501517552615223,0.8414623648688269
190800,0.5,0.4127269654987217,0.4944289979073232
191016,0.1,0.8667794729802893,0.8543471938573133
191232,0.5,0.4000987911778871,0.5010490282103974
191448,0.1,0.8540990717940612,0.8370094230609085
191664,0.5,0.3983493849525565,0.4966857880321684
191880,0.1,0.8637623496382454,0.8384654494622401
192096,0.5,0.4105865482302968,0.5084384219500261
192312,0.1,0.8628694839074106,0.8460735440115337
192528,0.5,0.4044985259916968,0.4903929917712502
192744,0.1,0.8677273007526266,0.8456487321295174
192960,0.5,0.4193812254919625,0.5000676447660998
193176,0.1,0.8552071577575258,0.8360424204201928
193392,0.5,0.4090884202169493,0.4941827709988706
193608,0.1,0.8499684085649818,0.8415577665933381
193824,0.5,0.4248232853228358,0.493501252618786
194040,0.1,0.856981558816884,0.8396978542753476
194256,0.5,0.3952736137219076,0.4998393644562799
194472,0.1,0.8623041888888744,0.8355012906002642
194688,0.5,0.4047912543591549,0.500808615364806
194904,0.1,0.8569557233119189,0.8490490245965315
195120,0.5,0.3960956606060566,0.4921566695542282
195336,0.1,0.856726994604266,0.8439285319799212
195552,0.5,0.3973303584202843,0.4841739090435588
195768,0.1,0.8468327784022085,0.8351277564206464
195984,0.5,0.414967777206583,0.4924263535297075
196200,0.1,0.8583247297684767,0.8332243504057948
196416,0.5,0.4020124096011844,0.4950110487017871
196632,0.1,0.8487503520503864,0.8294382929239964
196848,0.5,0.4107552452378922,0.4986974519255379
197064,0.1,0.8596012817348647,0.8517339578830364
197280,0.5,0.4089783152522958,0.4878793292619022
197496,0.1,0.8534909671683066,0.8382768101583629
197712,0.5,0.4019586663653035,0.4929028123286108
197928,0.1,0.8502157628272572,0.846271470932143
198144,0.5,0.4061448112529175,0.4993907736426657
198360,0.1,0.8546183958446418,0.8337452059151933
198576,0.5,0.4132671031973083,0.4962893179902047
198792,0.1,0.8671901776207837,0.8464209891203198
199008,0.5,0.4057146616219004,0.4998019673905738
199224,0.1,0.8483879508916522,0.8350555326155908
199440,0.5,0.4078575700989094,0.5054682385573832
199656,0.1,0.8548273709443825,0.8401161081619334
199872,0.5,0.4185610553806393,0.5015027339896323
200088,0.1,0.8550641905787182,0.8450128932383535
200304,0.5,0.4022623269202051,0.4971281374871739
200520,0.1,0.8662367804035889,0.8439596418924683
200736,0.5,0.4158867735621526,0.5005368766659946
200952,0.1,0.8500475769350855,0.8502381536549124
201168,0.5,0.4037880740302328,0.4932942204866585
201384,0.1,0.8545360030790421,0.83913971675284
201600,0.5,0.4133392403962264,0.495881650581893
201816,0.1,0.8511007402536124,0.839479907946815
202032,0.5,0.4060231529163111,0.4989594571541469
202248,0.1,0.8681614061071022,0.8533091890295598
202464,0.5,0.4168824669513626,0.5105230622337671
202680,0.1,0.854760013873769,0.8366546693644711
202896,0.5,0.4042135058003173,0.4748913176778188
203112,0.1,0.8580274725097143,0.8434614638223807
203328,0.5,0.405450536804397,0.4879594138075883
203544,0.1,0.8635298030972182,0.8508450097216942
203760,0.5,0.3891985753292259,0.4923190603889938
203976,0.1,0.8596803560969442,0.8260019965237128
204192,0.5,0.4103934046315455,0.4940109349826975
204408,0.1,0.8566521680948839,0.8373198734557916
204624,0.5,0.4035343719815848,0.5109185873418945
204840,0.1,0.8558585514028748,0.8465885175995966
205056,0.5,0.4039527948467147,0.4906545176263488
205272,0.1,0.8543342432800058,0.8248215027872817
205488,0.5,0.4080212907747695,0.4898187567509342
205704,0.1,0.8636687640780157,0.8499382643435592
205920,0.5,0.4032311777128378,0.4977375759121595
206136,0.1,0.8605716681520874,0.8367240442933072
206352,0.5,0.3990870081461324,0.4940895298153056
206568,0.1,0.8538153722958646,0.8357581210970438
206784,0.5,0.4086169069835654,0.4910558060949883
207000,0.1,0.8454665181676521,0.8213609709753349
207216,0.5,0.4005260548476123,0.4989112222212282
207432,0.1,0.8604127671355302,0.8264372496490037
207648,0.5,0.4088653001796423,0.5172427060766244
207864,0.1,0.8539471658443994,0.8315315660904006
208080,0.5,0.4091728461716474,0.4967206476800838
208296,0.1,0.8587291057811594,0.838924753927934
208512,0.5,0.410140680933874,0.5038399685364651
208728,0.1,0.8610830467601811,0.8343231875284074
208944,0.5,0.4037794564806958,0.5095234905940693
209160,0.1,0.8620350542055307,0.8511751628544172
209376,0.5,0.4134385768648,0.5081856549521554
209592,0.1,0.8527879913790819,0.8397196059690848
209808,0.5,0.4070541654848296,0.5002275018413627
210024,0.1,0.8639786629790223,0.8447585590616816
210240,0.5,0.4138105966196601,0.5126521197750022
210456,0.1,0.8534364027432858,0.8214425860039408
210672,0.5,0.4222409672253028,0.4973785200976989
210888,0.1,0.8506220485019418,0.848016773987376
211104,0.5,0.4046617930557395,0.5030394555043461
211320,0.1,0.8581296985830937,0.8389522431901212
211536,0.5,0.4094540921973169,0.496452665769839
211752,0.1,0.8614341792631178,0.8292530407694793
211968,0.5,0.4079628393801369,0.502030134374498
212184,0.1,0.856912920751974,0.8489157753167398
212400,0.5,0.3961880200516093,0.5002874780164838
212616,0.1,0.8520576096151593,0.8417652503702
212832,0.5,0.3978938138616337,0.4934152155806835
213048,0.1,0.857544072143658,0.8353890569776833
213264,0.5,0.413308610941724,0.5075840673035406
213480,0.1,0.8577149570322408,0.8474810065041852
213696,0.5,0.4202723550636365,0.4901465779299478
213912,0.1,0.8666486225232933,0.8404367497655437
214128,0.5,0.3961153906124222,0.4871093589102577
214344,0.1,0.8413345556125766,0.8476637850537151
214560,0.5,0.4000595733864961,0.5110775521530478
214776,0.1,0.8593438900208068,0.8383661886761097
214992,0.5,0.3987839126027519,0.4937033809960458
215208,0.1,0.8548618368665574,0.8358558109151757
215424,0.5,0.4010348734363883,0.4882580887506403
215640,0.1,0.8522516437116462,0.8249800877520578
215856,0.5,0.3936393320178457,0.4726835450252689
216072,0.1,0.8470204758772156,0.8347217981020993
216288,0.5,0.4145352883499708,0.5075903418958508
216504,0.1,0.8526277254857872,0.837870792014065
216720,0.5,0.4034487511197586,0.4907480328685307
